Gene_designations	OLN	Swiss-Prot-AC	Entry	SGD_X_ref
LCB4	YOR171C	Q12246	LCB4_YEAST	S000005697
LCB5	YLR260W	Q06147	LCB5_YEAST	S000004250
LCD1;DDC2;PIE1	YDR499W	Q04377	LCD1_YEAST	S000002907
LCL1	YPL056C	Q02786	LCL1_YEAST	S000005977
LCL2	YLR104W	Q08045	LCL2_YEAST	S000004094
LCL3	YGL085W	P53153	LCL3_YEAST	S000003053
LCP5	YER127W	P40079	LCP5_YEAST	S000000929
LDB16	YCL005W	P25587	LDB16_YEAST	S000000511
LDB17	YDL146W	Q12342	LDB17_YEAST	S000002305
LDB18	YLL049W	Q07887	LDB18_YEAST	S000003972
LDB19	YOR322C	Q12502	LDB19_YEAST	S000005849
LDB7;RSC14	YBL006C	P38210	LDB7_YEAST	S000000102
LDH1	YBR204C	P38139	LDH1_YEAST	S000000408
LDS1	YAL018C	P31379	LDS1_YEAST	S000000016
LDS2	YOL047C	Q08218	LDS2_YEAST	S000005407
LEA1	YPL213W	Q08963	RU2A_YEAST	S000006134
LEE1	YPL054W	Q02799	LEE1_YEAST	S000005975
LEM3;BRE3;ROS3	YNL323W	P42838	LEM3_YEAST	S000005267
LEO1	YOR123C	P38439	LEO1_YEAST	S000005649
LEU1	YGL009C	P07264	LEUC_YEAST	S000002977
LEU2	YCL018W	P04173	LEU3_YEAST	S000000523
LEU3	YLR451W	P08638	LEUR_YEAST	S000004443
LEU4	YNL104C	P06208	LEU1_YEAST	S000005048
LEU5	YHR002W	P38702	LEU5_YEAST	S000001044
LEU9	YOR108W	Q12166	LEU9_YEAST	S000005634
LGE1	YPL055C	Q02796	LGE1_YEAST	S000005976
LHP1;LAH1;YLA1	YDL051W	P33399	LHP1_YEAST	S000002209
LHS1	YKL073W	P36016	LHS1_YEAST	S000001556
LIA1;MMD1	YJR070C	P47120	DOHH_YEAST	S000003831
LIF1	YGL090W	P53150	LIF1_YEAST	S000003058
LIN1	YHR156C	P38852	LIN1_YEAST	S000001199
LIP1	YMR298W	Q03579	LIP1_YEAST	S000004913
LIP2	YLR239C	Q06005	LIPB_YEAST	S000004229
LIP5	YOR196C	P32875	LIPA_YEAST	S000005722
LNP1	YHR192W	P38878	LNP_YEAST	S000001235
LOA1;VPS66	YPR139C	Q06508	LOA1_YEAST	S000006343
LOC1	YFR001W	P43586	LOC1_YEAST	S000001897
LOH1;OSW4	YJL038C	P47055	LOH1_YEAST	S000003575
LOS1	YKL205W	P33418	XPOT_YEAST	S000001688
LOT5	YKL183W	P34234	LOT5_YEAST	S000001666
LOT6	YLR011W	Q07923	LOT6_YEAST	S000004001
LPD1;DHLP1	YFL018C	P09624	DLDH_YEAST	S000001876
LPP1	YDR503C	Q04396	LPP1_YEAST	S000002911
LPX1	YOR084W	Q12405	LPX1_YEAST	S000005610
LRE1	YCL051W	P25579	LRE1_YEAST	S000000556
LRG1	YDL240W	P35688	LRG1_YEAST	S000002399
LRO1	YNR008W	P40345	PDAT_YEAST	S000005291
LRP1;RRP47;YC1D	YHR081W	P38801	LRP1_YEAST	S000001123
LRS4	YDR439W	Q04087	LRS4_YEAST	S000002847
LSB1	YGR136W	P53281	LSB1_YEAST	S000003368
LSB3	YFR024C-A	P43603	LSB3_YEAST	S000002968
LSB5	YCL034W	P25369	LSB5_YEAST	S000000539
LSB6	YJL100W	P42951	LSB6_YEAST	S000003636
LSC1	YOR142W	P53598	SUCA_YEAST	S000005668
LSC2	YGR244C	P53312	SUCB_YEAST	S000003476
LSG1	YGL099W	P53145	LSG1_YEAST	S000003067
LSM12	YHR121W	P38828	LSM12_YEAST	S000001163
LSM1;SPB8	YJL124C	P47017	LSM1_YEAST	S000003660
LSM2;SMX5;SNP3	YBL026W	P38203	LSM2_YEAST	S000000122
LSM3;SMX4;USS2	YLR438C-A	P57743	LSM3_YEAST	S000006434
LSM4;SDB23;USS1	YER112W	P40070	LSM4_YEAST	S000000914
LSM5	YER146W	P40089	LSM5_YEAST	S000000948
LSM6	YDR378C	Q06406	LSM6_YEAST	S000002786
LSM7	YNL147W	P53905	LSM7_YEAST	S000005091
LSM8	YJR022W	P47093	LSM8_YEAST	S000003783
LSO1	YJR005C-A	Q3E827	LSO1_YEAST	S000028523
LSO2	YGR169C-A	Q3E772	LSO2_YEAST	S000028521
LSP1	YPL004C	Q12230	LSP1_YEAST	S000005925
LST4	YKL176C	P34239	LST4_YEAST	S000001659
LST7	YGR057C	P53237	LST7_YEAST	S000003289
LST8	YNL006W	P41318	LST8_YEAST	S000004951
LTE1;EIS4;MSI2	YAL024C	P07866	LTE1_YEAST	S000000022
LTO1	YNL260C	P53846	LTO1_YEAST	S000005204
LTP1	YPR073C	P40347	PPAL_YEAST	S000006277
LTV1	YKL143W	P34078	LTV1_YEAST	S000001626
LUC7;EPE1;EXM2	YDL087C	Q07508	LUC7_YEAST	S000002245
LYP1	YNL268W	P32487	LYP1_YEAST	S000005212
LYS1	YIR034C	P38998	LYS1_YEAST	S000001473
LYS12;LYS10;LYS11	YIL094C	P40495	LYS12_YEAST	S000001356
LYS14	YDR034C	P40971	LYS14_YEAST	S000002441
LYS2	YBR115C	P07702	LYS2_YEAST	S000000319
LYS20	YDL182W	P48570	HOSC_YEAST	S000002341
LYS21	YDL131W	Q12122	HOSM_YEAST	S000002289
LYS4;LYS3	YDR234W	P49367	LYS4_YEAST	S000002642
LYS5	YGL154C	P50113	LYS5_YEAST	S000003122
LYS9;LYS13	YNR050C	P38999	LYS9_YEAST	S000005333
MAC1;CUA1	YMR021C	P35192	MAC1_YEAST	S000004623
MAD1	YGL086W	P40957	MAD1_YEAST	S000003054
MAD2	YJL030W	P40958	MAD2_YEAST	S000003567
MAD3	YJL013C	P47074	MAD3_YEAST	S000003550
MAE1	YKL029C	P36013	MAOM_YEAST	S000001512
MAF1	YDR005C	P41910	MAF1_YEAST	S000002412
MAG1;MAG	YER142C	P22134	MAG_YEAST	S000000944
MAG2	YLR427W	Q06436	MAG2_YEAST	S000004419
MAK10;NAA35	YEL053C	Q02197	NAA35_YEAST	S000000779
MAK11	YKL021C	P20484	MAK11_YEAST	S000001504
MAK16	YAL025C	P10962	MAK16_YEAST	S000000023
MAK21;NOC1	YDR060W	Q12176	MAK21_YEAST	S000002467
MAK31;NAA38	YCR020C-A	P23059	NAA38_YEAST	S000000614
MAK32	YCR019W	P23060	MAK32_YEAST	S000000612
MAK3;NAA30	YPR051W	Q03503	NAA30_YEAST	S000006255
MAK5	YBR142W	P38112	MAK5_YEAST	S000000346
MAL11;AGT1;MAL1T;MTP1	YGR289C	P53048	MAL11_YEAST	S000003521
MAL12;MAL1S	YGR292W	P53341	MAL12_YEAST	S000003524
MAL13;MAL1R	YGR288W	P53338	MAL13_YEAST	S000003520
MAL31;MAL3T	YBR298C	P38156	MAL31_YEAST	S000000502
MAL32;MAL3S	YBR299W	P38158	MAL32_YEAST	S000000503
MAL33;MAL3R	YBR297W	P38157	MAL33_YEAST	S000000501
MAM1	YER106W	P40065	MAM1_YEAST	S000000908
MAM3	YOL060C	Q12296	MAM3_YEAST	S000005421
MAM33	YIL070C	P40513	MAM33_YEAST	S000001332
MAP1	YLR244C	Q01662	MAP1_YEAST	S000004234
MAP2	YBL091C	P38174	MAP2_YEAST	S000000187
MAS1;MIF1	YLR163C	P10507	MPPB_YEAST	S000004153
MAS2;MIF2	YHR024C	P11914	MPPA_YEAST	S000001066
MATALPHA1;ALPHA-1;MAT1A;MATAL1	YCR040W	P0CY06	MTAL1_YEAST	S000000636
MATALPHA2;ALPHA-2;MAT2A;MATAL2	YCR039C	P0CY08	MTAL2_YEAST	S000000635
MBA1	YBR185C	P38300	MBA1_YEAST	S000000389
MBB1	YJL199C	P39534	MBB1_YEAST	S000003735
MBF1;SUF13	YOR298C-A	O14467	MBF1_YEAST	S000007253
MBP1	YDL056W	P39678	MBP1_YEAST	S000002214
MBR1	YKL093W	P23493	MBR1_YEAST	S000001576
MCA1;YCA1	YOR197W	Q08601	MCA1_YEAST	S000005723
MCD1;PDS3;RHC21;SCC1	YDL003W	Q12158	SCC1_YEAST	S000002161
MCD4;FSR2;SSU21;ZRG16	YKL165C	P36051	MCD4_YEAST	S000001648
MCH1	YDL054C	Q07376	MCH1_YEAST	S000002212
MCH2	YKL221W	P36032	MCH2_YEAST	S000001704
MCH4	YOL119C	Q08268	MCH4_YEAST	S000005479
MCH5	YOR306C	Q08777	MCH5_YEAST	S000005833
MCK1;YPK1	YNL307C	P21965	MCK1_YEAST	S000005251
MCM10;DNA43	YIL150C	P32354	MCM10_YEAST	S000001412
MCM16	YPR046W	Q12262	CENPH_YEAST	S000006250
MCM1;FUN80	YMR043W	P11746	MCM1_YEAST	S000004646
MCM2	YBL023C	P29469	MCM2_YEAST	S000000119
MCM21;CTF5	YDR318W	Q06675	CENPO_YEAST	S000002726
MCM22	YJR135C	P47167	CENPK_YEAST	S000003896
MCM3	YEL032W	P24279	MCM3_YEAST	S000000758
MCM4;CDC54;HCD21	YPR019W	P30665	MCM4_YEAST	S000006223
MCM5;CDC46	YLR274W	P29496	MCM5_YEAST	S000004264
MCM6	YGL201C	P53091	MCM6_YEAST	S000003169
MCM7;CDC47	YBR202W	P38132	MCM7_YEAST	S000000406
MCP1	YOR228C	Q12106	MCP1_YEAST	S000005754
MCP2;MRX13	YLR253W	Q06567	MCP2_YEAST	S000004243
MCR1	YKL150W	P36060	MCR1_YEAST	S000001633
MCT1	YOR221C	Q12283	FABD_YEAST	S000005747
MCX1	YBR227C	P38323	CLPX_YEAST	S000000431
MDE1	YJR024C	P47095	MTNB_YEAST	S000003785
MDG1	YNL173C	P53885	MDG1_YEAST	S000005117
MDH1	YKL085W	P17505	MDHM_YEAST	S000001568
MDH2	YOL126C	P22133	MDHC_YEAST	S000005486
MDH3	YDL078C	P32419	MDHP_YEAST	S000002236
MDJ1	YFL016C	P35191	MDJ1_YEAST	S000001878
MDJ2	YNL328C	P42834	MDJ2_YEAST	S000005272
MDL1	YLR188W	P33310	MDL1_YEAST	S000004178
MDL2;SSH1	YPL270W	P33311	MDL2_YEAST	S000006191
MDM1	YML104C	Q01846	MDM1_YEAST	S000004572
MDM10	YAL010C	P18409	MDM10_YEAST	S000000008
MDM12	YOL009C	Q92328	MDM12_YEAST	S000005369
MDM20;DEC1	YOL076W	Q12387	NAA25_YEAST	S000005436
MDM30	YLR368W	Q05930	MDM30_YEAST	S000004360
MDM31	YHR194W	P38880	MDM31_YEAST	S000001237
MDM32	YOR147W	Q12171	MDM32_YEAST	S000005673
MDM34;MMM2	YGL219C	P53083	MDM34_YEAST	S000003187
MDM35	YKL053C-A	O60200	MDM35_YEAST	S000007243
MDM36	YPR083W	Q06820	MDM36_YEAST	S000006287
MDM38	YOL027C	Q08179	MDM38_YEAST	S000005387
MDN1;REA1	YLR106C	Q12019	MDN1_YEAST	S000004096
MDR1;GYP2;MIC1	YGR100W	P53258	GYP2_YEAST	S000003332
MDS3	YGL197W	P53094	MDS3_YEAST	S000003165
MDV1;FIS2;GAG3;NET2	YJL112W	P47025	MDV1_YEAST	S000003648
MDY2;GET5;TMA24	YOL111C	Q12285	MDY2_YEAST	S000005471
MEC1;ESR1;SAD3	YBR136W	P38111	ATR_YEAST	S000000340
MEC3;PIP3;PSO9	YLR288C	Q02574	MEC3_YEAST	S000004279
MED1	YPR070W	Q12321	MED1_YEAST	S000006274
MED11	YMR112C	Q99278	MED11_YEAST	S000004718
MED2	YDL005C	Q12124	MED2_YEAST	S000002163
MED4	YOR174W	Q12343	MED4_YEAST	S000005700
MED6;MTR32	YHR058C	P38782	MED6_YEAST	S000001100
MED7	YOL135C	Q08278	MED7_YEAST	S000005495
MED8	YBR193C	P38304	MED8_YEAST	S000000397
MEF1	YLR069C	P25039	EFGM_YEAST	S000004059
MEF2	YJL102W	P39677	RRF2M_YEAST	S000003638
MEH1;EGO1;GSE2	YKR007W	Q02205	MEH1_YEAST	S000001715
MEI4	YER044C-A	P29467	MEI4_YEAST	S000001954
MEI5	YPL121C	P32489	MEI5_YEAST	S000006042
MEK1;MRE4	YOR351C	P24719	MEK1_YEAST	S000005878
MEP1;AMT1	YGR121C	P40260	MEP1_YEAST	S000003353
MEP2;AMT2	YNL142W	P41948	MEP2_YEAST	S000005086
MEP3;AMT3	YPR138C	P53390	MEP3_YEAST	S000006342
MER1	YNL210W	P16523	MER1_YEAST	S000005154
MES1	YGR264C	P00958	SYMC_YEAST	S000003496
MET10	YFR030W	P39692	MET10_YEAST	S000001926
MET12	YPL023C	P46151	MTHR1_YEAST	S000005944
MET13;MET11;MRPL45	YGL125W	P53128	MTHR2_YEAST	S000003093
MET14	YKL001C	Q02196	KAPS_YEAST	S000001484
MET16	YPR167C	P18408	MET16_YEAST	S000006371
MET17;MET15;MET25	YLR303W	P06106	CYSD_YEAST	S000004294
MET18;MMS19	YIL128W	P40469	MET18_YEAST	S000001390
MET1;MET20	YKR069W	P36150	SUMT_YEAST	S000001777
MET2	YNL277W	P08465	MET2_YEAST	S000005221
MET22;HAL2	YOL064C	P32179	MET22_YEAST	S000005425
MET28	YIR017C	P40573	MET28_YEAST	S000001456
MET3	YJR010W	P08536	MET3_YEAST	S000003771
MET30	YIL046W	P39014	MET30_YEAST	S000001308
MET31	YPL038W	Q03081	MET31_YEAST	S000005959
MET32	YDR253C	Q12041	MET32_YEAST	S000002661
MET4	YNL103W	P32389	MET4_YEAST	S000005047
MET5;ECM17	YJR137C	P47169	MET5_YEAST	S000003898
MET6	YER091C	P05694	METE_YEAST	S000000893
MET7;MET23	YOR241W	Q08645	FOLE_YEAST	S000005767
MET8	YBR213W	P15807	MET8_YEAST	S000000417
MEU1	YLR017W	Q07938	MTAP_YEAST	S000004007
MEX67	YPL169C	Q99257	MEX67_YEAST	S000006090
MF(ALPHA)1;MF-ALPHA-1;MFAL1	YPL187W	P01149	MFAL1_YEAST	S000006108
MF(ALPHA)2;MF-ALPHA-2;MFAL2	YGL089C	P32435	MFAL2_YEAST	S000003057
MFA1	YDR461W	P34165	MFA1_YEAST	S000002869
MFA2	YNL145W	P34166	MFA2_YEAST	S000005089
MFB1	YDR219C	Q04922	MFB1_YEAST	S000002627
MFG1	YDL233W	Q07684	MFG1_YEAST	S000002392
MFM1;LPE10	YPL060W	Q02783	LPE10_YEAST	S000005981
MFT1	YML062C	P33441	MFT1_YEAST	S000004527
MGA1	YGR249W	P53050	MGA1_YEAST	S000003481
MGA2	YIR033W	P40578	MGA2_YEAST	S000001472
MGE1;GRPE;GRPE1;YGE1	YOR232W	P38523	GRPE_YEAST	S000005758
MGM101;MGM9	YJR144W	P32787	MG101_YEAST	S000003905
MGM1;MDM17	YOR211C	P32266	MGM1_YEAST	S000005737
MGR1	YCL044C	P25573	MGR1_YEAST	S000000549
MGR2	YPL098C	Q02889	MGR2_YEAST	S000006019
MGR3;FMP24	YMR115W	Q04472	MGR3_YEAST	S000004721
MGS1	YNL218W	P40151	WRIP1_YEAST	S000005162
MGT1	YDL200C	P26188	MGMT_YEAST	S000002359
MHF1	YOL086W-A	Q3E835	CENPS_YEAST	S000007626
MHF2	YDL160C-A	Q3E829	CENPX_YEAST	S000028520
MHP1	YJL042W	P43638	MHP1_YEAST	S000003578
MHR1;XTC1	YDR296W	Q06630	MHR1_YEAST	S000002704
MHT1	YLL062C	Q12525	MHT1_YEAST	S000003985
MIA40;TIM40	YKL195W	P36046	MIA40_YEAST	S000001678
MIC10;MCS10;MIO10;MOS1	YCL057C-A	Q96VH5	MIC10_YEAST	S000007547
MIC12;AIM5;FMP51;MCS12	YBR262C	P38341	MIC12_YEAST	S000000466
MIC19;AIM13;MCS19	YFR011C	P43594	MIC19_YEAST	S000001907
MIC26;MCS29;MIO27;MOS2	YGR235C	P50087	MIC26_YEAST	S000003467
MIC27;AIM37;MCS27	YNL100W	P50945	MIC27_YEAST	S000005044
MIC60;AIM28;FCJ1;FMP13	YKR016W	P36112	MIC60_YEAST	S000001724
MID1	YNL291C	P41821	MID1_YEAST	S000005235
MID2;KAI1;SMS1	YLR332W	P36027	MID2_YEAST	S000004324
MIF2	YKL089W	P35201	CENPC_YEAST	S000001572
MIG1;CAT4;SSN1	YGL035C	P27705	MIG1_YEAST	S000003003
MIG2;MLZ1	YGL209W	P53035	MIG2_YEAST	S000003177
MIG3	YER028C	P39943	MIG3_YEAST	S000000830
MIH1	YMR036C	P23748	MPIP_YEAST	S000004639
MIM1;TOM13	YOL026C	Q08176	MIM1_YEAST	S000005386
MIP1	YOR330C	P15801	DPOG_YEAST	S000005857
MIP6	YHR015W	P38760	MIP6_YEAST	S000001057
MIR1	YJR077C	P23641	MPCP_YEAST	S000003838
MIS1	YBR084W	P09440	C1TM_YEAST	S000000288
MIT1	YEL007W	P40002	MIT1_YEAST	S000000733
MIX14;MIC14	YDR031W	Q04341	MIX14_YEAST	S000002438
MIX17;MIC17	YMR002W	Q03667	MIX17_YEAST	S000004604
MIX23;MIC23	YBL107C	P38162	MIX23_YEAST	S000000203
MKC7;YPS2	YDR144C	P53379	MKC7_YEAST	S000002551
MKK1;SSP32	YOR231W	P32490	MKK1_YEAST	S000005757
MKK2;SSP33	YPL140C	P32491	MKK2_YEAST	S000006061
MKS1;LYS80	YNL076W	P34072	MKS1_YEAST	S000005020
MKT1	YNL085W	P40850	MKT1_YEAST	S000005029
MLC1	YGL106W	P53141	MLC1_YEAST	S000003074
MLC2	YPR188C	Q06580	MLC2_YEAST	S000006392
MLF3;YMK1	YNL074C	P32047	MLF3_YEAST	S000005018
MLH1;PMS2	YMR167W	P38920	MLH1_YEAST	S000004777
MLH2	YLR035C	Q07980	MLH2_YEAST	S000004025
MLH3	YPL164C	Q12083	MLH3_YEAST	S000006085
MLP1	YKR095W	Q02455	MLP1_YEAST	S000001803
MLP2	YIL149C	P40457	MLP2_YEAST	S000001411
MLS1	YNL117W	P30952	MASY_YEAST	S000005061
MMF1;IBM1	YIL051C	P40185	MMF1_YEAST	S000001313
MMM1;YME6	YLL006W	P41800	MMM1_YEAST	S000003929
MMP1	YLL061W	Q12372	MMP1_YEAST	S000003984
MMR1	YLR190W	Q06324	MMR1_YEAST	S000004180
MMS1;KIM3;RTT108;SLM6	YPR164W	Q06211	MMS1_YEAST	S000006368
MMS2	YGL087C	P53152	MMS2_YEAST	S000003055
MMS21;NSE2	YEL019C	P38632	NSE2_YEAST	S000000745
MMS22;SLM2	YLR320W	Q06164	MMS22_YEAST	S000004312
MMS4;SLX2	YBR098W	P38257	MMS4_YEAST	S000000302
MMT1;MFT1	YMR177W	Q03218	MMT1_YEAST	S000004789
MMT2;MFT2	YPL224C	Q08970	MMT2_YEAST	S000006145
MND1	YGL183C	P53102	MND1_YEAST	S000003151
MND2	YIR025W	P40577	MND2_YEAST	S000001464
MNE1;MNE	YOR350C	P24720	MNE1_YEAST	S000005877
MNL1;HTM1	YHR204W	P38888	MNL1_YEAST	S000001247
MNL2	YLR057W	Q12205	MNL2_YEAST	S000004047
MNN1	YER001W	P39106	MNN1_YEAST	S000000803
MNN10;BED1	YDR245W	P50108	MNN10_YEAST	S000002653
MNN11	YJL183W	P46985	MNN11_YEAST	S000003719
MNN2;CRV4;LDB8;TTP1	YBR015C	P38069	MNN2_YEAST	S000000219
MNN4	YKL201C	P36044	MNN4_YEAST	S000001684
MNN5	YJL186W	P46982	MNN5_YEAST	S000003722
MNN9	YPL050C	P39107	MNN9_YEAST	S000005971
MNP1;MRPL12	YGL068W	P53163	MNP1_YEAST	S000003036
MNR2	YKL064W	P35724	MNR2_YEAST	S000001547
MNS1	YJR131W	P32906	MNS1_YEAST	S000003892
MNT2	YGL257C	P53059	MNT2_YEAST	S000003226
MNT3	YIL014W	P40549	MNT3_YEAST	S000001276
MNT4	YNR059W	P53745	MNT4_YEAST	S000005342
MOB1	YIL106W	P40484	MOB1_YEAST	S000001368
MOB2	YFL034C-B	P43563	MOB2_YEAST	S000001859
MOD5	YOR274W	P07884	MOD5_YEAST	S000005800
MOG1	YJR074W	P47123	MOG1_YEAST	S000003835
MOH1	YBL049W	P38191	MOH1_YEAST	S000000145
MON1;AUT12	YGL124C	P53129	MON1_YEAST	S000003092
MON2;YSL2	YNL297C	P48563	MON2_YEAST	S000005241
MOT1	YPL082C	P32333	MOT1_YEAST	S000006003
MOT2;CCL1;NOT4;SIG1;SSF1	YER068W	P34909	NOT4_YEAST	S000000870
MOT3;ROX7	YMR070W	P54785	MOT3_YEAST	S000004674
MPA43	YNL249C	P53583	MPA43_YEAST	S000005193
MPC1;FMP37	YGL080W	P53157	MPC1_YEAST	S000003048
MPC2	YHR162W	P38857	MPC2_YEAST	S000001205
MPC3;FMP43	YGR243W	P53311	MPC3_YEAST	S000003475
MPC54	YOR177C	Q08550	MPC54_YEAST	S000005703
MPD1	YOR288C	Q12404	MPD1_YEAST	S000005814
MPD2	YOL088C	Q99316	MPD2_YEAST	S000005448
MPE1	YKL059C	P35728	MPE1_YEAST	S000001542
MPH1	YIR002C	P40562	MPH1_YEAST	S000001441
MPH2	YDL247W	P0CD99	MPH2_YEAST	S000002406
MPH3	YJR160C	P0CE00	MPH3_YEAST	S000003921
MPM1	YJL066C	P40364	MPM1_YEAST	S000003602
MPP10	YJR002W	P47083	MPP10_YEAST	S000003762
MPP6	YNR024W	P53725	MPP6_YEAST	S000005307
MPS1;RPK1	YDL028C	P54199	MPS1_YEAST	S000002186
MPS2;MMC1	YGL075C	P53159	MPS2_YEAST	S000003043
MPS3;NEP98	YJL019W	P47069	MPS3_YEAST	S000003556
MPT5;HTR1;PUF5	YGL178W	P39016	MPT5_YEAST	S000003146
MRC1	YCL061C	P25588	MRC1_YEAST	S000000566
MRD1	YPR112C	Q06106	MRD1_YEAST	S000006316
MRE11	YMR224C	P32829	MRE11_YEAST	S000004837
MRF1	YGL143C	P30775	RF1M_YEAST	S000003111
MRH1	YDR033W	Q12117	MRH1_YEAST	S000002440
MRH4	YGL064C	P53166	MRH4_YEAST	S000003032
MRI1	YPR118W	Q06489	MTNA_YEAST	S000006322
MRK1	YDL079C	P50873	MRK1_YEAST	S000002237
MRL1	YPR079W	Q06815	MRL1_YEAST	S000006283
MRM1;PET56	YOR201C	P25270	MRM1_YEAST	S000005727
MRM2	YGL136C	P53123	MRM2_YEAST	S000003104
MRN1;PTR69	YPL184C	Q08925	MRN1_YEAST	S000006105
MRP1	YDR347W	P10662	RT01_YEAST	S000002755
MRP10	YDL045W-A	O75012	MRP10_YEAST	S000006430
MRP13	YGR084C	P12686	RT13_YEAST	S000003316
MRP17	YKL003C	P28778	RT06_YEAST	S000001486
MRP2	YPR166C	P10663	RT02_YEAST	S000006370
MRP20;MRPL41	YDR405W	P32387	RM41_YEAST	S000002813
MRP21;MRP50	YBL090W	P38175	RT21_YEAST	S000000186
MRP49	YKL167C	P32388	RM49_YEAST	S000001650
MRP4;MRP4A	YHL004W	P32902	RT04_YEAST	S000000996
MRP51	YPL118W	Q02950	RT51_YEAST	S000006039
MRP7;MRPL2	YNL005C	P12687	RM02_YEAST	S000004950
MRP8	YKL142W	P35719	MRP8_YEAST	S000001625
MRPL1	YDR116C	Q04599	RM01_YEAST	S000002523
MRPL10;MRPL18	YNL284C	P36520	RM10_YEAST	S000005228
MRPL11	YDL202W	P36521	RM11_YEAST	S000002361
MRPL13	YKR006C	Q02204	RM13_YEAST	S000001714
MRPL15	YLR312W-A	P36523	RM15_YEAST	S000004304
MRPL16;RML16	YBL038W	P38064	RM16_YEAST	S000000134
MRPL17;MRPL30	YNL252C	P36528	RM17_YEAST	S000005196
MRPL19	YNL185C	P53875	RM19_YEAST	S000005129
MRPL20	YKR085C	P22354	RM20_YEAST	S000001793
MRPL22	YNL177C	P53881	RM22_YEAST	S000005121
MRPL23	YOR150W	Q12487	RM23_YEAST	S000005676
MRPL24;MRPL14	YMR193W	P36525	RM24_YEAST	S000004806
MRPL25;YMR26	YGR076C	P23369	RM25_YEAST	S000003308
MRPL27	YBR282W	P36526	RM27_YEAST	S000000486
MRPL28	YDR462W	P36527	RM28_YEAST	S000002870
MRPL3	YMR024W	P36516	RM03_YEAST	S000004626
MRPL31	YKL138C	P14063	RM31_YEAST	S000001621
MRPL32	YCR003W	P25348	RM32_YEAST	S000000596
MRPL33	YMR286W	P20084	RM33_YEAST	S000004899
MRPL35	YDR322W	Q06678	RM35_YEAST	S000002730
MRPL36	YBR122C	P36531	RM36_YEAST	S000000326
MRPL37	YBR268W	P36532	RM37_YEAST	S000000472
MRPL38;MRPL34	YKL170W	P35996	RM38_YEAST	S000001653
MRPL39	YML009C	P36533	RM39_YEAST	S000004468
MRPL4	YLR439W	P36517	RM04_YEAST	S000004431
MRPL40	YPL173W	P36534	RM40_YEAST	S000006094
MRPL44;YMR44	YMR225C	P19956	RM44_YEAST	S000004838
MRPL49	YJL096W	P40858	RN49_YEAST	S000003632
MRPL50	YNR022C	P53724	RM50_YEAST	S000005305
MRPL51	YPR100W	Q06090	RM51_YEAST	S000006304
MRPL6	YHR147C	P32904	RM06_YEAST	S000001190
MRPL7	YDR237W	P36519	RM07_YEAST	S000002645
MRPL8	YJL063C	P22353	RM08_YEAST	S000003599
MRPL9	YGR220C	P31334	RM09_YEAST	S000003452
MRPS12	YNR036C	P53732	RT12_YEAST	S000005319
MRPS16	YPL013C	Q02608	RT16_YEAST	S000005934
MRPS17	YMR188C	Q03246	RT17_YEAST	S000004800
MRPS18	YNL306W	P42847	RT18_YEAST	S000005250
MRPS28	YDR337W	P21771	RT28_YEAST	S000002745
MRPS35	YGR165W	P53292	RT35_YEAST	S000003397
MRPS5	YBR251W	P33759	RT05_YEAST	S000000455
MRPS8	YMR158W	Q03799	RT08_YEAST	S000004767
MRPS9	YBR146W	P38120	RT09_YEAST	S000000350
MRS1;PET157	YIR021W	P07266	MRS1_YEAST	S000001460
MRS2	YOR334W	Q01926	MRS2_YEAST	S000005861
MRS3	YJL133W	P10566	MRS3_YEAST	S000003669
MRS4	YKR052C	P23500	MRS4_YEAST	S000001760
MRS6;MSI4	YOR370C	P32864	RAEP_YEAST	S000005897
MRT4	YKL009W	P33201	MRT4_YEAST	S000001492
MRX1	YER077C	P40050	MRX1_YEAST	S000000879
MRX10	YDR282C	Q05648	MRX10_YEAST	S000002690
MRX11	YPL041C	Q03079	MRX11_YEAST	S000005962
MRX12	YJR003C	P47084	MRX12_YEAST	S000003763
MRX3	YBL095W	P38172	MRX3_YEAST	S000000191
MRX4	YPL168W	Q12467	MRX4_YEAST	S000006089
MRX5	YJL147C	P47007	MRX5_YEAST	S000003683
MRX6	YNL295W	P48564	MRX6_YEAST	S000005239
MRX7	YNL211C	P53869	MRX7_YEAST	S000005155
MRX8	YDR336W	Q05473	MRX8_YEAST	S000002744
MRX9	YDL027C	Q07349	MRX9_YEAST	S000002185
MSA1	YOR066W	Q08471	MSA1_YEAST	S000005592
MSA2	YKR077W	P36157	MSA2_YEAST	S000001785
MSB1	YOR188W	P21339	MSB1_YEAST	S000005714
MSB2	YGR014W	P32334	MSB2_YEAST	S000003246
MSB3;GYP3	YNL293W	P48566	GYP3_YEAST	S000005237
MSB4	YOL112W	Q12317	MSB4_YEAST	S000005472
MSC1	YML128C	Q03104	MSC1_YEAST	S000004597
MSC2	YDR205W	Q03455	MSC2_YEAST	S000002613
MSC3	YLR219W	Q05812	MSC3_YEAST	S000004209
MSC6	YOR354C	Q08818	MSC6_YEAST	S000005881
MSC7	YHR039C	P38694	MSC7_YEAST	S000001081
MSD1	YPL104W	P15179	SYDM_YEAST	S000006025
MSE1	YOL033W	P48525	SYEM_YEAST	S000005393
MSF1	YPR047W	P08425	SYFM_YEAST	S000006251
MSG5	YNL053W	P38590	MSG5_YEAST	S000004998
MSH1	YHR120W	P25846	MSH1_YEAST	S000001162
